title,content
"With False Claims, Trump Attacks Media on Turnout and Intelligence Rift - The New York Times","WASHINGTON  —   President Trump used his first full day in office on Saturday to unleash a remarkably bitter attack on the news media, falsely accusing journalists of both inventing a rift between him and intelligence agencies and deliberately understating the size of his inauguration crowd. In a visit to the Central Intelligence Agency intended to showcase his support for the intelligence community, Mr. Trump ignored his own repeated public statements criticizing the intelligence community, a group he compared to Nazis just over a week ago. He also called journalists “among the most dishonest human beings on earth,” and he said that up to 1. 5 million people had attended his inauguration, a claim that photographs disproved. Later, at the White House, he dispatched Sean Spicer, the press secretary, to the briefing room in the West Wing, where Mr. Spicer scolded reporters and made a series of false statements. He said news organizations had deliberately misstated the size of the crowd at Mr. Trump’s inauguration on Friday in an attempt to sow divisions at a time when Mr. Trump was trying to unify the country, warning that the new administration would hold them to account. The statements from the new president and his spokesman came as hundreds of thousands of people protested against Mr. Trump, a crowd that appeared to dwarf the one that gathered the day before when he was sworn in. It was a striking display of invective and grievance at the dawn of a presidency, usually a time when the White House works to set a tone of national unity and to build confidence in a new leader. Instead, the president and his team appeared embattled and defensive, signaling that the pugnacious style Mr. Trump employed as a candidate will persist now that he has ascended to the nation’s highest office. Saturday was supposed to be a day for Mr. Trump to mend fences with the intelligence community, with an appearance at the C. I. A. ’s headquarters in Langley, Va. While he was lavish in his praise, the president focused in his   speech on his complaints about news coverage of his criticism of the nation’s spy agencies, and meandered to other topics, including the crowd size at his inauguration, his level of political support, his mental age and his intellectual heft. “I just want to let you know, I am so behind you,” Mr. Trump told more than 300 employees assembled in the lobby for his remarks. In recent weeks, Mr. Trump has questioned the intelligence agencies’ conclusion that Russia meddled in the United States election on his behalf. After the disclosure of a dossier with unsubstantiated claims about Mr. Trump, he accused the intelligence community of allowing the leak and wrote on Twitter, “Are we living in Nazi Germany?” On Saturday, he said journalists were responsible for any suggestion that he was not fully supportive of intelligence agencies’ work. “I have a running war with the media,” Mr. Trump said. “They are among the most dishonest human beings on earth, and they sort of made it sound like I had a feud with the intelligence community. ” “The reason you’re the No. 1 stop is, it is exactly the opposite,” Mr. Trump added. “I love you, I respect you, there’s nobody I respect more. ” Mr. Trump also took issue with news reports about the number of people who attended his inauguration, complaining that the news media used photographs of “an empty field” to make it seem as if his inauguration did not draw many people. “We caught them in a beauty,” Mr. Trump said of the news media, “and I think they’re going to pay a big price. ” Mr. Spicer said that Mr. Trump had drawn “the largest audience to ever witness an inauguration,” a statement that photographs clearly show to be false. Mr. Spicer said photographs of the inaugural ceremonies were deliberately framed “to minimize the enormous support that had gathered on the National Mall,” although he provided no proof of either assertion. Photographs of Barack Obama’s inauguration in 2009 and of Mr. Trump’s plainly showed that the crowd on Friday was significantly smaller, but Mr. Spicer attributed that disparity to new white ground coverings he said had caused empty areas to stand out and to security measures that had blocked people from entering the Mall. “These attempts to lessen the enthusiasm of the inauguration are shameful and wrong,” Mr. Spicer said. He also admonished a journalist for erroneously reporting on Friday that Mr. Trump had removed a bust of the Rev. Dr. Martin Luther King Jr. from the Oval Office, calling the mistake  —   which was corrected quickly  —   “egregious. ” And he incorrectly claimed that ridership on Washington’s subway system was higher than on Inauguration Day in 2013. In reality, there were 782, 000 riders that year, compared with 571, 000 riders this year, according to figures from the   transit authority. Mr. Spicer also said that security measures had been extended farther down the National Mall this year, preventing “hundreds of thousands of people” from viewing the ceremony. But the Secret Service said the measures were largely unchanged this year, and there were few reports of long lines or delays. Commentary about the size of his inauguration crowd made Mr. Trump increasingly angry on Friday, according to several people familiar with his thinking. On Saturday, Mr. Trump told his advisers that he wanted to push back hard on “dishonest media” coverage  —   mostly referring to a Twitter post from a New York Times reporter showing    frames of Mr. Trump’s crowd and Mr. Obama’s in 2009. But most of Mr. Trump’s advisers urged him to focus on the responsibilities of his office during his first full day as president. However, in his remarks at the C. I. A. he wandered off topic several times, at various points telling the crowd he felt no older than 39 (he is 70) reassuring anyone who questioned his intelligence by saying, “I’m, like, a smart person” and musing out loud about how many intelligence workers backed his candidacy. “Probably almost everybody in this room voted for me, but I will not ask you to raise your hands if you did,” Mr. Trump said. “We’re all on the same wavelength, folks. ” But most of his remarks were devoted to attacking the news media. And Mr. Spicer picked up the theme later in the day in the White House briefing room. But his appearance, according to the people familiar with Mr. Trump’s thinking, went too far, in the president’s opinion. Mr. Trump’s appearance at the C. I. A. touched off a fierce reaction from some current and former intelligence officials. Nick Shapiro, who served as chief of staff to John O. Brennan, who resigned Friday as the C. I. A. director, said Mr. Brennan “is deeply saddened and angered at Donald Trump’s despicable display of   in front of C. I. A. ’s Memorial Wall of Agency heroes. “Brennan says that Trump should be ashamed of himself,” Mr. Shapiro added. “I was heartened that the president gave a speech at C. I. A. ,” said Michael V. Hayden, a former director of the C. I. A. and the National Security Agency. “It would have been even better if more of it had been about C. I. A. ” Representative Adam B. Schiff of California, the ranking Democrat on the House Intelligence Committee, said that he had had high hopes for Mr. Trump’s visit as a step to begin healing the relationship between the president and the intelligence community, but that Mr. Trump’s meandering speech had dashed them. “While standing in front of the stars representing C. I. A. personnel who lost their lives in the service of their country  —   hallowed ground  —   Trump gave little more than a perfunctory acknowledgment of their service and sacrifice,” Mr. Schiff said. “He will need to do more than use the agency memorial as a backdrop if he wants to earn the respect of the men and women who provide the best intelligence in the world. ” Mr. Trump said nothing during the visit about how he had mocked the C. I. A. and other intelligence agencies as “the same people that said Saddam Hussein had weapons of mass destruction. ” He did not mention his apparent willingness to believe Julian Assange, the founder of WikiLeaks, who is widely detested at the C. I. A. over his own intelligence agencies. He also did not say whether he would start receiving the daily intelligence briefs that are prepared for the president. The agency sees the president as its main audience, and his dismissal of the need for daily briefings from the intelligence community has raised concerns about morale among people who believe their work will not be respected at the White House. Since the election, hopes at the C. I. A. that the new administration would bring an infusion of energy and ideas have given way to trepidation about what Mr. Trump and his loyalists have planned. But the nomination of Mike Pompeo, a former Army infantry officer who is well versed in issues facing the intelligence community, to lead the C. I. A. has been received positively at the agency. “He has left the strong impression that he doesn’t trust the intelligence community and that he doesn’t have tremendous regard for their work,” Mark M. Lowenthal, a retired C. I. A. analyst, said of Mr. Trump. “The obvious thing to do is to counter that by saying, ‘I value you. I look forward to working with you. ’” “He called them Nazis,” Mr. Lowenthal added, referring to Mr. Trump’s characterization of the intelligence community. Mr. Lowenthal said Saturday’s visit should have been “a stroking expedition. ”"
No Americans Need Apply: U.S. Government Twice as Open to Foreign Business as Five Top Trading Partners Put Together,"America’s trading partners have walls keeping out U. S. businesses, while the U. S. government has an open door for foreign businesses. [American businesses can run up against these walls when trying to sell goods and services to foreign governments, which often prevent businesses from outside their own countries from taking part in government contracts, according to a new report from the Government Accountability Office.  By contrast, the U. S. government is far more open to allowing foreign businesses to receive government contracts, the GAO report said. The U. S. government has opened about $837 billion in procurement contracts to foreign competition, more than twice the $381 billion reported by the next five largest signatories to a World Trade Organization agreement intended to open government contracts to foreign bidders. Those are the European Union, Japan, South Korea, Norway and Canada. The size of the imbalance is even more remarkable because the total government procurement of those five is 32% larger than that of the U. S. according to the report. Government procurement is a major market for international business, amounting to $4. 4 trillion annually. The U. S. participates with 57 other countries in trade agreements that allow foreign firms to compete for government business. The agreements are supposed to ensure fair and open competition on a reciprocal basis —  but in practice have resulted in a strikingly unbalanced arrangement in which the U. S. government is far more open to doing business with foreign companies than foreign government are willing to do business with U. S. companies. The GAO undertook the study at the request of the Office of the U. S. Trade Representative, which monitors U. S. trade under the WTO. Officials from the U. S. T. R. say that “government procurement markets are often closed to foreign competition,” according to the report. The report also noted that flaws in the statistical reporting practices of governments make comparisons difficult and limit transparency —  even though both are goals of many trade agreements. The U. S. government’s practices, for instance, create a   delay in reporting U. S. government procurement, which means the data in the GAO report is six years old."
Tensions erupt in Senate after chaotic day on Trump nominees,"Washington (CNN) Tensions erupted in the Senate Tuesday as Democrats stalled several of President Donald Trump’s Cabinet picks, frustrating Republicans who accused Democrats of playing politics to try to hurt Trump and make Senate Republicans look ineffective.  Party leaders squared off after a   and chaotic morning when Democrats on one committee abruptly boycotted a hearing where two top administration officials were expected to clear votes to advance to the floor. In another committee, Democrats forced a delay in voting the nominee for attorney general, admitting it was in retaliation for Trump’s controversial executive orders this week on immigration. Votes on the floor even appeared to get personal when Senate Minority Leader Chuck Schumer voted against Senate Majority Leader Mitch McConnell’s wife to be transportation secretary.  Republicans fumed. ”None of this is going to lead to a different outcome. The Cabinet appointments are going to be approved. I think they look quite foolish,” said McConnell,   about the Democrats. ”They are manufacturing issues on a daily basis to drag this process out.” Dems delay committee vote on Sessions, ”Our Republican colleagues are trying to rush these through. You know,    doesn’t mean ram the nominees through,” said Schumer,   York. ”These nominees are not what Donald Trump promised and not what represents American   values. They are billionaires. They are bankers. They are laden with conflict of interest. Many of them have had very extreme views.” The heightened emotions were on full display just hours before Trump was to name a Supreme Court nominee to fill the   seat of the late Justice Antonin Scalia.   The appointment could trigger a massive battle between the parties made rawer for Democrats because of the refusal of Republicans to confirm Judge Merrick Garland for the opening last year.    Democrats even rejected an invitation to the White House to hear Trump make his   announcement in the East Room. ”I don’t want to be a prop in this. I want to take this seriously,” said Sen. Dick Durbin of Illinois, the No. 2 Democrat, who indicated he was wary of the showmanship nature of the event.  Tempers flared early Monday after Democrats on the Senate Finance Committee abruptly refused to enter a hearing room and allow votes to take place for treasury secretary nominee Steve Mnuchin and health and human services secretary nominee Rep. Tom Price,  .  ”They are idiots,” Sen. Orrin Hatch,   the normally   committee chairman said bluntly about the Democrats. ”Anybody who would do something like that, it’s a complete breach of rule, a complete breach of decorum, a complete breach of just getting along around here.” Treasury secretary nominee’s foreign money links bring new scrutiny, But Democrats were equally upset by what they called misleading responses from Price about stock trades he made and from Mnuchin about foreclosures at a California bank he ran.  ”This morning, the finance committee was scheduled to vote on two nominees who have misled the public and held back important information about their backgrounds. Until questions are answered, Democrats believe the committee should not move forward with either nomination,” said Sen. Ron Wyden or Oregon, the committee’s top Democrat.  The surprise decision to boycott the votes    which prompted one GOP senator, Tom Cotton of Arkansas, to suggest the    should round up the missing senators    came at the same hour that that members of the Senate Judiciary Committee squared off over Sen. Jeff Sessions,   to be attorney general. A votes on Sessions was expected but Democrats employed a   procedural tool to block the committee from meeting for more than two hours after the Senate came into session. The move infuriated Republicans who had already pushed back a vote on Sessions for a week at the insistence of Democrats.  A committee vote is now likely Wednesday. On the floor, Democrats are dragging out a final vote on Rex Tillerson to be secretary of state even though he easily cleared a procedural hurdle Monday and is headed toward confirmation. Since Democrats are insisting all available debate time is used, they are forcing Republicans to keep the Senate open late night this week so a final vote can occur Wednesday, according to GOP aides. Some of Trump’s picks did advance Tuesday. Education nominee Betsy DeVos was cleared by the Senate education committee, despite a move by Democrats to invalidate the vote after it happened. Energy nominee Rick Perry and Interior Department pick Ryan ZInke were voted out of the energy committee.  On the floor, Elaine Chao, McConnell’s wife, was overwhelmingly confirmed to run the Transportation Department. But contributing to the lack of comity between the parties, Schumer was one of six Democrats to vote against the GOP leader’s spouse.   The move rankled some Republicans and raised questions about the ability of Schumer and McConnell to get along. An aide to McConnell told CNN that the GOP leader was surprised and not happy by this ”shot across the bow.” Schumer said he voted against Chao because she hadn’t publicly stated her position on Trump’s controversial immigration executive order issued this week, tying the fight over the confirmations to the latest flashpoint coming out of the White House.  ”She has not, so I voted against her, and I will vote against every nominee who does not,” Schumer said.  Sen. John Cornyn of Texas, the No. 2 Senate Republican, described Schumer as typically a pragmatist on nominations but said he was being pulled to the left by the ”Bernie   Warren faction of the party.” Sen. John McCain,   had another explanation. He said Democrats are blocking nominations because they have a ”mob mentality” now because they are frustrated and filled with emotion, similar to the way Republicans were when they shut down the government over Obamacare."
Freedom Caucus Intrigued at Healthcare Offer After Meeting Pence,"Freedom Caucus Chairman Rep. Mark Meadows met with the Vice President late Monday after which he told reporters the caucus was “intrigued” at an offer to give states an option to waive two provisions of Obamacare. [Meadows established that the White House had not offered legislative text for a deal, but expects text within 24 hours. CNN reported that Meadows told reporters the provisions involved were the “essential health benefits” mandate, which dictates what insurers must cover, and a community health ratings requirement on insurers which prohibits charging higher premiums based on health status.  Conservatives have lobbied to have the two Obamacare provisions strike from the House Leadership’s Obamacare replacement plan, the American Health Care Act (AHCA). The potential new deal appears to be an alternative option that would allow states to opt out. There is no final deal and no Freedom Caucus members have changed their positions on AHCA, was the message from Meadows. “There is no deal in principle there is a solid idea that was offered,” he said according to the Hill. Lawmakers indicated the White House may be looking for a vote later this week, but Meadows warned of voting too soon and without time to allow the Congressional Budget Office to offer   analysis. He did offer that they are encouraged by the progress that appears to be happening. Some members of the moderate Tuesday Group, which could also stall passage of the AHCA, met with Pence earlier in the day at the White House according to the report. Over the weekend Sen. Rand Paul, who has opposed the AHCA, met and golfed with the President in Virginia. Paul took a brief moment to tell reporters that he was “very optimistic” about progress on repealing Obamacare. Follow Michelle Moons on Twitter @MichelleDiana "
Nike made a special pair of personalized Air Jordans for President Obama,"’  ’ ’   The Chicago Cubs visited the White House on Monday to celebrate   winning the World Series, and during the trip,   they presented the president with a special gift, his own   personalized Air Jordans. ’ ’   Dexter Fowler revealed the Air Jordan 4s in a video on . ’ ”   The shoes are black and white, have the presidential seal on the   tongue, and also have the president’s signature etched on the   side. ” ’ ’ ’     ’"
Poll: Donald Trump Takes Lead in Florida - Breitbart,"Donald Trump is holding a narrow lead over Hillary Clinton in Florida, according to the latest Florida Atlantic University poll. [According to the survey results, Trump earns 43 percent to Clinton’s 41 percent. The two point lead falls within the 2. 7 percent margin of error.  Libertarian candidate Gary Johnson received eight percent in the poll. It’s the first poll, according to the Real Clear Politics polling average, with Trump leading Clinton in Florida since early July. Both Clinton and Trump have high negative numbers in Florida.   percent of voters said they had an unfavorable view of the New Yorker, while 58 percent hold a negative view of the former secretary of state. “The race between Clinton and Trump among Hispanics in Florida is closer than it is nationally,” the director of Florida Atlantic University’s Business and Economics Polling Initiative Monica Escaleras explained. “Some of that is probably the Cuban vote. Trump’s support among Latinos in Florida is helping him stay competitive. ” Although Trump’s numbers with minorities are better in Florida than nationally, he is still lagging behind Clinton by 10 points with Hispanics and by 50 points with African American and female voters. But with Independents, Trump is leading by   47 percent to 26 percent. The poll questioned 1, 200 likely voters on Aug. 19 to Aug. 22 and has a margin of error of plus or minus 2. 7 percent."
"Report: Career Criminal Accused of Assaulting Victim, Calling Her ’White Bitch’ - Breitbart","From Shawn Cohen and Danika Fears writing in the New York Post:   The career criminal accused of slashing a woman on her way to work at Whole Foods on Wednesday is also suspected of striking a    victim on the head with a bottle while calling her a “white bitch,” police sources said. Kari Bazemore, 41, was charged Thursday night with a third assault, and has been linked to two more attacks since the end of September, sources said. [  …    ] Cops have also linked him to a Sept. 29 attack on a    salon worker and her    friend as they were walking on East 174th Street near Walton Avenue in The Bronx, police sources said  …     The man then smacked the right side of her head with a bottle in a plastic bag, calling her a “white bitch. ” [  …    ] He is also expected to be charged in the slashing of Nicole Pagliaro, 28, who needed 150 stitches after she was attacked outside of her apartment building on Jan. 1, sources said. Less than a week later, he was arrested for slashing    Amanda Morris’ face as she walked to her job at a Whole Foods in Chelsea. Read the full story."
World’s first AI electric racer showcases driverless car future ,"Hong Kong (CNN) With its   looks and Formula   velocity, this prototype ticks all the ”supercar” boxes    but this is no ordinary speed machine.  The ”DevBot” is an autonomous electric racing car    the first of its kind anywhere in the world, so say its developers, designed to reach speeds of 215 mph (350 kph) without anyone at the steering wheel.  A scary thought you might think, but not so say Roborace    the team of engineers and computer scientists behind it     who believe it will put people more at ease with the idea of driverless cars.  ”It’s been created to show the capabilities and make people feel a bit more comfortable about autonomous cars    so we need to show that by doing some cool stuff,” Roborace’s head of PR Victoria Tomlinson told CNN. The plan is eventually to have 10 autonomous cars all competing around a track in a Roborace series and performing stunts as part of Formula E race weekends.   MORE: ’Magnum’ Ferrari goes electric, ’Playing chicken’ ”It’s more of an entertainment series to display the capabilities of driverless,” Tomlinson says. ”So we’d like almost to play chicken with them    two cars coming towards each other and stopping on a certain point (before they hit each other) having them crisscross, doing figures of eight.”  However, things didn’t quite go to plan for its first scheduled street track outing at the inaugural Formula E Hong Kong ePrix earlier this month. There were no   figures of eight, only seven engineers struggling to push the 1.  car through a   turn outside its temporary home in Hong Kong    problems recharging the battery the reason given for the no show.   But there was plenty of other action for the 25, 000 fans with tickets for Formula E’s   event    the   to the   world championship.  A range of technology demonstrations, promotions and computer games in the eVillage served as a prelude to Sunday’s   race around a 1.  track in the city’s Central Harborfront area which was won by reigning world champion Sebastien Buemi. MORE: Buemi makes history in Hong Kong, The final car, created by ”TRON: Legacy” vehicle designer Daniel Simon, will sport a far more futuristic chassis with no room for humans. ”Of course, we can get a lot of information from data but there’s nothing like having a human in there to ask them how it actually feels, but the final cars won’t have space for a driver at all,” Tomlinson says.  ”We are calling this a Beta season    getting people on board and getting them up to speed.”  Visit cnn.  for more Formula E news, The Roborace team will try again at next month’s Marrakech ePrix on November 12, with Tomlinson hopeful they will be running races before the third season of Formula E ends next July. "
A Cry From the Heart: Michael Eric Dyson Addresses Race Head-On - The New York Times,"TEARS WE CANNOT STOPA Sermon to White AmericaBy Michael Eric Dyson228 pp. St. Martin’s Press. $24. 99. One Sunday in 1984, my father did something unexpected, at least for a white man in Georgia. He drove us past the little rural church we usually attended and kept going 40 miles south, all the way to Atlanta’s Ebenezer Baptist  —   home parish of the Rev. Martin Luther King Jr. and an epicenter of the American civil rights movement. Reading Michael Eric Dyson’s “Tears We Cannot Stop: A Sermon to White America,” I was often reminded of that morning, when I was first exposed to the righteous anger, wry humor and unflinching honesty of a black pastor, determined to guide and teach his flock. While Dyson is best known as a writer and sociologist, he is also an ordained Baptist minister, and his new book draws both its impassioned style and its moral urgency from his years in the pulpit. At a time when one video after another has forced us to acknowledge that unarmed   are regularly killed by the police, Dyson desperately wants his readers to confront the sources of that violence in our nation’s longstanding culture of white supremacy. But he also knows how many political arguments and sociological studies have fallen on deaf ears. And so rather than a treatise, “Tears We Cannot Stop” is a fiery sermon, and an unabashedly emotional, personal appeal. “What I need to say” to white America, Dyson writes, can only be said in “a plea, a cry, a sermon, from my heart to yours. ” The result is one of the most frank and searing discussions of race I have ever read. This is a book that will anger some readers, especially those who reject Dyson’s central premise: that if we want true racial equality in America, whites themselves must destroy the enduring myths of white supremacy. Even sympathetic readers might mistake this extraordinary work for merely a catalog of white sins. But such a reading fails to account for the actual experience of Dyson’s sermon, in which a black preacher speaks to his white congregants in the most tender, intimate terms, even as he preaches against a culture of “whiteness” that “grows more shameless, more cruel, more uncaring by the day. ” Dyson is all too familiar with the claims of innocence and the kneejerk defensiveness that will surely greet this book, and yet he sets out to conquer such denial not only with the difficult truth but also, astonishingly, with love. “Beloved,” he writes, in the voice of one ministering to the sick, “your white innocence is a burden to you, a burden to the nation, a burden to our progress. It is time to let it go, to let it die in the place of the black bodies it wills into nonbeing. ” Many white readers may wince, as I did, to hear their own indifference to black suffering named with such precision, and some, desperate not to face their involvement in America’s systems of racial oppression, might abandon this book altogether. But that would be to miss an essential lesson. For again and again Dyson makes it clear that more than white guilt, he seeks action, and more than condemnation, he wants change. He wants readers to wake from their sleep of ignorance about “what it means to be black in America. ” Reading his praise for James Baldwin, I couldn’t help thinking that the same is true of Dyson himself: “His words drip with the searing eloquence of an evangelist of race determined to get to the brutal bottom of America’s original sin. ” If there is a criticism here, it is that Dyson gathers steam slowly, and his opening “Hymns of Praise” to   artists give little indication of the moral power to come. But this is a small quibble with a deeply serious, urgent book, which should take its place in the tradition of Baldwin’s “The Fire Next Time” and King’s “Why We Can’t Wait. ” The comparison might at first seem hyperbolic, but like those books, “Tears We Cannot Stop” is a lament, originating from within the grieving heart of black America, aimed directly at white readers who are often too frightened, or indifferent, or ashamed, to look a man like Michael Eric Dyson in the eyes. I can only hope that others will read and be changed by this book. It ends with a desperate plea for white Americans to rise up in defense of, and in solidarity with, our   brothers and sisters. In response, I say simply: Amen."
Inside the secretive subterranean facility where a $5 billion business stores the files of Fortune 1000 companies,"’Deep inside a once active limestone mine in Rosendale, New York, are the master recordings from  ’ ”We can’t be sure which one, because Iron Mountain, Inc.  —   a $5 billion storage and    that operates a facility inside the former mine  —   does not readily release the names of its clients. ” ’In the interest of protecting its clients and their valuable archives, Iron Mountain rarely allows visitors on the premises, though a .’"
12 things to know about Pluto," (CNN) NASA’s New Horizons probe flew past Pluto on July 14, 2015 becoming the first spacecraft to study Pluto up close. Here’s what you need to know about the icy world. 1. Is Pluto still a planet? Yes, but it’s now a different kind of planet. Many of us grew up thinking there were nine planets in our solar system: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune and Pluto. In 2006, the International Astronomical Union (IAU) touched off a huge debate when it reclassified Pluto as a dwarf planet. Why the change? Astronomers started finding many more objects in our solar system that are about the same size as Pluto. Rather than call all of these objects planets, the IAU created a new category called dwarf planets. So far, five dwarf planets have been recognized by the IAU: Pluto, Ceres, Eris, Makemake and Haumea. Scientists expect to eventually confirm many, many more dwarf planets. Dwarf planet Ceres currently is being explored by NASA’s Dawn spacecraft.  2. Where is Pluto? It’s about 3. 6 billion miles (5. 8 billion kilometers) away from the sun in the Kuiper Belt, a   region of space beyond Neptune where thousands of other small, icy objects orbit. The Kuiper Belt is named in honor of   astronomer Gerard Kuiper, who theorized about the existence of small bodies beyond Neptune in the 1950s. Objects in this region are called Kuiper Belt Objects (KBOs). 3. How big is Pluto: It’s about the size of the United States, said New Horizons principal investigator Alan Stern.  4. Does Pluto have any moons? It has five: Charon, Nix, Hydra, Kerberos and Styx. 5. What’s the weather like on Pluto? Very cold. It’s about 375 to 400 degrees Fahrenheit below zero.  6. Does Pluto have gravity? Not much. Scientists say a person who weighs 100 pounds on Earth would weigh only 7 pounds on Pluto. 7. Does Pluto have an atmosphere? Scientists say it has a thin atmosphere and that New Horizons has instruments to help learn more about it. 8. What color is Pluto? It’s reddish brown. 9. Who discovered Pluto? Pluto originally was called Planet X by Percival Lowell, the founder of the Lowell Observatory in Flagstaff, Arizona. He was sure a planet existed beyond Neptune but, despite his efforts, he died in 1916 without finding the planet. Amateur astronomer Clyde Tombaugh of Kansas was hired by Lowell Observatory to continue the search and discovered Pluto on February 18, 1930. 10. How did Planet X become Pluto?    Venetia Burney of Oxford, England, suggested the name. 11. Is Pluto at the end of our solar system? No, scientists think there are thousands of other worlds beyond Pluto in the Kuiper Belt. 12. Can I see Pluto with my own eyes? Like Clyde Tombaugh, you can see it. But you will need a good telescope."
Rob Reiner: Trump ’Most Unqualified Person Ever To Run For President In My Lifetime’ - Breitbart,"Wednesday on MSNBC, actor and director Rob Reiner said Republican presidential nominee Donald Trump was “the single most unqualified person ever to run for president in my lifetime. ”  Reiner said  “Well, yes. We talk about somebody coming from a reality show. Running for president is not a reality show. It’s actual reality. And this man is the single most unqualified person ever to run for president in my lifetime. I mean, just to hear what you just said, we had an entire presidency taken down in the ’70s over Watergate, and that was a   to the national Democratic headquarters that didn’t amount to anything because they didn’t get anything. Here we have a   to the Democratic national headquarters where everything is stolen, and there’s a conceivable connection to the Trump campaign. That to me is just    insane. I can’t even believe we’re having this conversation here. I mean, this is    crazy. We’re in crazy land here. ” Follow Pam Key on Twitter @pamkeyNEN"
Microsoft’s CEO takes a shot at Tim Cook over the iPad Pro’s similarities to the Surface,"’’ ’Back in 2012, when Microsoft first announced its   Surface, a Wall Street analyst asked Apple CEO Tim Cook if the Cupertino company would ever follow suit with a   hybrid of its own.’ ’’ ’’ ’’ ’’ ’’ ’’ ’’ ’ ’"
